23310	
	5.719870592	4.160568672	3.737114685	3.954896664	3.307012555
	3.929835834	3.929835834	3.729298549	3.455784643	3.307012555
	3.579126301	3.307012555	3.929835834	3.54010897	3.286387012
	2.816895147	2.816895147	3.442885509	3.387983356	3.065670387
	3.286387012	3.28560436	3.043719382	2.816895147	2.665060811
	3.284869425	3.284869425	3.043719382	3.181687543	3.181687543
	3.28560436	3.28560436	2.710776895	2.665060811	2.665060811
	3.026021007	2.961275075	3.284869425	3.076486291	2.927860557
	2.809063694	3.060282619	3.223000327	3.223000327	3.090578269
	2.575072392	2.711111624	2.575072392	2.468172505	2.862846212
	2.901184552	2.984129469	2.984129469	3.076486291	2.870824619
	2.870824619	3.090578269	2.998954816	3.090578269	3.040095222
	2.575072392	2.726069003	2.676965393	2.468172505	2.468172505
	2.818633495	2.918757009	2.90967158	2.979205414	2.984129469
	2.872319242	2.737453518	2.737453518	2.974154684	3.02007085
	2.94866918	2.83558886	2.536475653	2.536475653	2.423684644
	2.336077535	2.340717983	2.864513412	2.818633495	2.862751794
	2.862751794	2.91698416	3.02007085	2.864513412	2.83558886
	2.585360398	2.737453518	2.904277546	2.898224895	2.858189897
	2.904277546	2.83558886	2.536475653	2.423684644	2.423684644
	2.340717983	2.283979953	2.864513412	2.773127515	2.820184457
	2.820184457	2.864835197	2.811736411	2.862372252	2.846692207
	2.858189897	2.531107714	2.750330608	2.615235401	2.904277546
	2.898224895	2.858189897	2.750330608	2.82199111	2.531107714
	2.385109087	2.36690959	2.283979953	2.283979953	2.778338131
	2.777272766	2.682478237	2.722398109	2.768899825	2.811736411
	2.811736411	2.846692207	2.858960488	2.502163519	2.615235401
	2.615235401	2.821631187	2.835241542	2.684478245	2.73595325
	2.385109087	2.263300622	2.263300622	2.195287507	2.778338131
	2.777272766	2.682478237	2.712667499	2.645255748	2.682478237
	2.798867779	2.805970137	2.789094008	2.798867779	2.777551545
	2.764344634	2.342064065	2.499255044	2.499255044	2.58589373
	2.729547814	2.73595325	2.342064065	2.263300622	2.210135385
	2.149131704	2.726365139	2.653616844	2.653616844	2.712667499
	2.712667499	2.726365139	2.769158081	2.739492622	2.738316738
	2.739492622	2.777551545	2.687298673	2.729547814	2.342064065
	2.427582227	2.427582227	2.554037568	2.572543675	2.572543675
	2.669903404	2.273151289	2.210135385	2.161956112	2.109726709
	2.738316738	2.610949999	2.653616844	2.668009228	2.687915832
	2.712796015	2.729474534	2.722650272	2.709256076	2.732873016
	2.739492622	2.731597768	2.69090635	2.697523086	2.274914525
	2.697523086	2.697523086	2.308581745	2.427582227	2.448349847
	2.572543675	2.669903404	2.640550815	2.593649884	2.274914525
	2.169708235	2.169708235	2.109726709	2.109726709	2.699546819
	2.728632584	2.704504017	2.610949999	2.642300768	2.672148289
	2.598194588	2.675963056	2.675963056	2.692039511	2.68373609
	2.731597768	2.703746418	2.630888153	2.630888153	2.640550815
